name,lat,lon,country,name_slug
Villanova d'Arda,45.0283126,9.9932985,IT,villanova-d'arda
Pescocanale,41.958928,13.3915583,IT,pescocanale
Spezzano Albanese Terme,39.7073303,16.2875599,IT,spezzano-albanese-terme
Vallelunga,37.6912959,13.8466519,IT,vallelunga
Sant'Angelo in Formis,41.1204523,14.2483698,IT,sant'angelo-in-formis
Chiari,45.5400784,9.9265051,IT,chiari
Pordenone,45.9564911,12.6542229,IT,pordenone
Isoletta-San Giovanni Incarico,41.5278145,13.5473625,IT,isoletta-san-giovanni-incarico
Acquedolci -San Fratello,38.0583783,14.5876485,IT,acquedolci-san-fratello
Barletta,41.3153842,16.278626,IT,barletta
Biagioni-Lagacci,44.0860773,10.9480962,IT,biagioni-lagacci
Canosa di Puglia,41.2185969,16.0539684,IT,canosa-di-puglia
Diecimo-Pescaglia,43.9593881,10.5078112,IT,diecimo-pescaglia
Badia Polesine,45.0944748,11.4849358,IT,badia-polesine
Cattolica-San Giovanni-Gabicce,43.9599735,12.745105,IT,cattolica-san-giovanni-gabicce
Roviano,42.0264792,12.9913069,IT,roviano
Marsciano,42.9027542,12.3496793,IT,marsciano
Cerqueto,42.9282829,12.3584202,IT,cerqueto
Papiano,42.9638954,12.373598,IT,papiano
Porcari,43.8312811,10.6192511,IT,porcari
Bolognetta,41.8651593,12.6809329,IT,bolognetta
Borghesiana,41.8646918,12.6672618,IT,borghesiana
Due Leoni - Fontana Candida,41.8649024,12.6581296,IT,due-leoni-fontana-candida
Finocchio,41.8655206,12.6876098,IT,finocchio
Graniti,41.865673,12.6980872,IT,graniti
Monte Compatri - Pantano,41.8656767,12.7076135,IT,monte-compatri-pantano
Torre Angela,41.8643334,12.6255783,IT,torre-angela
Torre Gaia,41.8641551,12.6355752,IT,torre-gaia
Torrenova,41.8633135,12.6168368,IT,torrenova
Poliambulanza,45.5173032,10.2367065,IT,poliambulanza
San Polo Parco,45.5170708,10.2421622,IT,san-polo-parco
San Polo,45.5182602,10.25808,IT,san-polo
Sanpolino,45.5163454,10.2663012,IT,sanpolino
Sant'Eufemia - Buffalora,45.5112435,10.2801592,IT,sant'eufemia-buffalora
Cisternino Citta,40.7371454,17.4264673,IT,cisternino-citta
Vitulano-Foglianise,41.1720584,14.7243333,IT,vitulano-foglianise
Acerenza,40.7679591,15.9254706,IT,acerenza
Bari Centrale (FAL),41.1184613,16.868134,IT,bari-centrale-fal
Taccone,40.7943673,16.1621846,IT,taccone
Toritto,40.995968,16.6841201,IT,toritto
Matera La Martella,40.653984,16.5633375,IT,matera-la-martella
Aranceto,38.8391924,16.611441,IT,aranceto
Catanzaro Piazza Matteotti,38.9115528,16.5884604,IT,catanzaro-piazza-matteotti
Dulcino,38.8858494,16.6023305,IT,dulcino
Catanzaro Pratica,38.9091023,16.5871875,IT,catanzaro-pratica
Frullone,40.8807496,14.2308826,IT,frullone
Napoli Garibaldi,40.8510432,14.2732815,IT,napoli-garibaldi
Apice-Sant'Arcangelo-Bonito,41.1409898,14.9186162,IT,apice-sant'arcangelo-bonito
Bovino-Deliceto,41.2782755,15.3691345,IT,bovino-deliceto
Ponte-Casalduni,41.2141981,14.6966373,IT,ponte-casalduni
Hrvatska Dubica,45.2216262,16.8062423,BA,hrvatska-dubica
Jasenovac,45.2761028,16.9106277,HR,jasenovac
Giardinetti,41.8641331,12.6105711,IT,giardinetti
Torre Maura,41.8666209,12.5971565,IT,torre-maura
Torre Spaccata,41.8689954,12.5865637,IT,torre-spaccata
Gardenie,41.8862072,12.5619649,IT,gardenie
Malatesta,41.8873905,12.5402599,IT,malatesta
Mirti,41.8810807,12.566593,IT,mirti
Alessandrino,41.8712904,12.5788298,IT,alessandrino
Šurmanci,43.1591585,17.7518434,BA,surmanci
Kakanj,44.1206253,18.1057493,BA,kakanj
Lendinara,45.0819126,11.5917644,IT,lendinara
Bari Centrale (FT),41.1183088,16.8681464,IT,bari-centrale-ft
Bagheria,38.0898052,13.5073434,IT,bagheria
Palermo Fiera,38.1410477,13.3536224,IT,palermo-fiera
Palermo Imperatore Federico,38.145207,13.3492336,IT,palermo-imperatore-federico
Cosenza Centro,39.2948049,16.2580851,IT,cosenza-centro
La Fiora,41.3329902,13.1986267,IT,la-fiora
Baucca-Garavelle,43.4420058,12.250254,IT,baucca-garavelle
Cesi,42.5967935,12.5942429,IT,cesi
Montecastelli-Tevere,43.3426118,12.2848494,IT,montecastelli-tevere
Montecorona,43.2876484,12.3596976,IT,montecorona
Palazzaccia,43.2455843,12.4017557,IT,palazzaccia
Ponte Pattoli-Civitella,43.1760288,12.4356478,IT,ponte-pattoli-civitella
San Bartolomeo-Resina,43.2017246,12.4213547,IT,san-bartolomeo-resina
San Faustino-Casigliano,42.7222245,12.5068122,IT,san-faustino-casigliano
Umbertide,43.3040578,12.3308077,IT,umbertide
Catanzaro,38.8654514,16.5627699,IT,catanzaro
Morciano-Barbarano-Castrignano-Giuliano,39.8587412,18.3324599,IT,morciano-barbarano-castrignano-giuliano
Salve-Ruggiano,39.870763,18.311385,IT,salve-ruggiano
Alessano-Corsano,39.8920923,18.3471204,IT,alessano-corsano
Presicce-Acquarica,39.9048898,18.2585817,IT,presicce-acquarica
Miggiano-Montesano,39.9643998,18.3233505,IT,miggiano-montesano
Andrano-Castiglione,39.9795491,18.3397463,IT,andrano-castiglione
Spongano,40.0139788,18.3592253,IT,spongano
Poggiardo,40.0516638,18.3703611,IT,poggiardo
Sanarica,40.0835647,18.3471652,IT,sanarica
Muro Leccese,40.0987208,18.3347388,IT,muro-leccese
Bagnolo del Salento,40.1460942,18.354438,IT,bagnolo-del-salento
Oriovac,45.1612641,17.753742,HR,oriovac
Maglie,40.1259354,18.3000639,IT,maglie
Gallipoli,40.0574932,17.9882194,IT,gallipoli
Gagliano-Leuca,39.8505351,18.3594873,IT,gagliano-leuca
Melissano,39.9761995,18.1208256,IT,melissano
Racale-Alliste,39.9654925,18.0876349,IT,racale-alliste
Taviano,39.9809502,18.0808138,IT,taviano
Ugento-Taurisano,39.9445194,18.1907014,IT,ugento-taurisano
Matino,40.0292516,18.1313636,IT,matino
Corigliano d'Otranto,40.1618749,18.2624588,IT,corigliano-d'otranto
Zollino,40.1990035,18.2370256,IT,zollino
Avio,45.7337382,10.9560297,IT,avio
Borghetto sull'Adige,45.6968932,10.9271072,IT,borghetto-sull'adige
Dolcè,45.601552,10.8508368,IT,dolce
Domegliara - Sant'Ambrogio,45.5223789,10.8207433,IT,domegliara-sant'ambrogio
Margreid-Kurtatsch - Magrè-Cortaccia,46.2880906,11.2325123,IT,margreid-kurtatsch-magre-cortaccia
Mezzocorona,46.2072009,11.1286919,IT,mezzocorona
Mori,45.8612938,11.0024377,IT,mori
Peri,45.6582865,10.900577,IT,peri
Salorno - Salurn,46.2456729,11.2029017,IT,salorno-salurn
Serravalle all'Adige,45.808218,11.015147,IT,serravalle-all'adige
Trento,46.0722416,11.1193186,IT,trento
Cagnano Varano,41.8252243,15.7695197,IT,cagnano-varano
Galugnano,40.2566582,18.2063014,IT,galugnano
Lecce,40.3456805,18.1657215,IT,lecce
San Cesario di Lecce,40.3040912,18.1666069,IT,san-cesario-di-lecce
Novoli,40.3815121,18.0483231,IT,novoli
Carmiano-Magliano,40.3482225,18.0540768,IT,carmiano-magliano
Copertino,40.2680361,18.053993,IT,copertino
Nardò Centrale,40.161646,18.049452,IT,nardo-centrale
Nardò Città,40.1815224,18.0408614,IT,nardo-citta
Galatone,40.14736,18.0631433,IT,galatone
Parabita,40.0475577,18.1217356,IT,parabita
Seclì-Neviano-Aradeo,40.1165265,18.1085373,IT,secli-neviano-aradeo
Tuglie,40.0701288,18.1045325,IT,tuglie
Francavilla Fontana,40.5231063,17.584754,IT,francavilla-fontana
Sannicola,40.0901191,18.0559219,IT,sannicola
Soleto,40.1857429,18.2111136,IT,soleto
Putignano,40.8567512,17.123355,IT,putignano
Taranto,40.4836925,17.2242148,IT,taranto
Majur,45.2573674,16.5279961,HR,majur
Erchie-Torre Santa Susanna,40.4132484,17.7443132,IT,erchie-torre-santa-susanna
Guagnano,40.3987977,17.9442637,IT,guagnano
Manduria,40.4050127,17.6377137,IT,manduria
Salice-Veglie,40.3898454,17.9653726,IT,salice-veglie
San Pancrazio Salentino,40.421337,17.8366385,IT,san-pancrazio-salentino
Campi Salentina,40.3932837,18.0146634,IT,campi-salentina
Martina Franca,40.7006123,17.3315945,IT,martina-franca
Soverato,38.6842741,16.549437,IT,soverato
Ceglie Messapica,40.6469604,17.522042,IT,ceglie-messapica
Bari Centrale,41.1176721,16.8700657,IT,bari-centrale
Bari Sud-Est,41.1174277,16.8797862,IT,bari-sud-est
Vibo Marina,38.7137134,16.1202384,IT,vibo-marina
Bari Scalo,41.1149498,16.854299,IT,bari-scalo
Brescello-Viadana,44.8979996,10.5196762,IT,brescello-viadana
Adelfia,41.0064896,16.8719785,IT,adelfia
Casamassima,40.9544233,16.9146694,IT,casamassima
Conversano,40.9711865,17.1155864,IT,conversano
Castellana Grotte,40.8870441,17.1659673,IT,castellana-grotte
Locorotondo,40.7559402,17.320954,IT,locorotondo
Mungivacca,41.0902247,16.9001275,IT,mungivacca
Noci,40.7955617,17.1280992,IT,noci
Sammichele,40.893112,16.949813,IT,sammichele
Taranto Galese,40.4945761,17.2351577,IT,taranto-galese
Turi,40.9143405,17.0174399,IT,turi
Valenzano,41.0429718,16.8789932,IT,valenzano
Bari-Santo Spirito,41.1598176,16.7464311,IT,bari-santo-spirito
Capurso,41.0493537,16.9233835,IT,capurso
Noicattaro,41.0287396,16.9865219,IT,noicattaro
Rutigliano,41.0116353,17.0085172,IT,rutigliano
Triggiano,41.0640483,16.916423,IT,triggiano
Favazzina,38.2588914,15.7564735,IT,favazzina
Massa Centro,44.0237472,10.1361592,IT,massa-centro
Dragalovci,44.7662167,17.7776939,BA,dragalovci
Arsoli,42.0458763,13.0131866,IT,arsoli
Colli di Monte Bove,42.0971073,13.1505743,IT,colli-di-monte-bove
Oricola - Pereto,42.0678124,13.0442858,IT,oricola-pereto
Villa San Sebastiano,42.0493422,13.3081942,IT,villa-san-sebastiano
Bari Torre a Mare,41.0830399,16.9944202,IT,bari-torre-a-mare
Mola di Bari,41.0572564,17.0809363,IT,mola-di-bari
Jonio,41.9468701,12.5275914,IT,jonio
Pinzano,46.1793254,12.9505782,IT,pinzano
Macerata,43.2930709,13.4552865,IT,macerata
Jurdani,45.3923693,14.308675,HR,jurdani
Porto Sant'Elpidio,43.2567428,13.7607888,IT,porto-sant'elpidio
Lašva,44.1287636,17.9422613,BA,lasva
San Benedetto del Tronto,42.9543727,13.882191,IT,san-benedetto-del-tronto
Equi Terme,44.1703075,10.1536012,IT,equi-terme
Monzone-Monte dei Bianchi-Isolano,44.1656585,10.1237885,IT,monzone-monte-dei-bianchi-isolano
Gragnola,44.1911052,10.109207,IT,gragnola
Ortona,42.3538252,14.4076816,IT,ortona
Dobrinje,44.0519618,18.1095758,BA,dobrinje
Drivuša,44.1704129,17.969341,BA,drivusa
Globarica,44.4891358,18.1545834,BA,globarica
Jelina,44.2665151,17.8793064,BA,jelina
Modrinje,44.1315868,18.0198131,BA,modrinje
Campello sul Clitunno,42.822813,12.7613024,IT,campello-sul-clitunno
Blagaj,45.0411259,16.4603195,BA,blagaj
Stanovi,44.7577122,17.9769673,BA,stanovi
Ostružnja,44.751428,17.8892771,BA,ostruznja
Prisoje,44.7492515,17.6733594,BA,prisoje
Piskavica,44.8690919,16.9733009,BA,piskavica
Ramići,44.852778,17.1712679,BA,ramici
Vrbanja,44.7620842,17.2412544,BA,vrbanja
Guidonia-Montecelio-Sant'Angelo,41.9933578,12.7256171,IT,guidonia-montecelio-sant'angelo
Cecchina,41.6927619,12.6496236,IT,cecchina
Ischitella,41.9144626,15.849146,IT,ischitella
Rodi Garganico,41.9290911,15.8906017,IT,rodi-garganico
Peschici Calenella,41.9366452,15.984936,IT,peschici-calenella
Firenze Santa Maria Novella,43.7775719,11.2474177,IT,firenze-santa-maria-novella
Occhiobello,44.9013732,11.6238997,IT,occhiobello
Sarcidano,39.7616696,9.1142693,IT,sarcidano
Acquaviva delle Fonti,40.8927819,16.8397832,IT,acquaviva-delle-fonti
Belvì-Aritzo,39.9609522,9.1826187,IT,belvi-aritzo
Cignoni,39.8154372,9.1025403,IT,cignoni
Betilli,39.7535061,9.2631593,IT,betilli
Sadali-Seulo,39.8152228,9.2697318,IT,sadali-seulo
Gairo Taquisara,39.8576087,9.4655292,IT,gairo-taquisara
Donorì,39.4280887,9.1199414,IT,donori
Bitetto,41.0456951,16.7436032,IT,bitetto
Ostuni,40.7523047,17.5808596,IT,ostuni
Pesaro,43.9060837,12.9049724,IT,pesaro
Villa Bartolomea,45.1531495,11.3488148,IT,villa-bartolomea
Certaldo Basso,43.5481693,11.0412818,IT,certaldo-basso
Brindisi Centrale,40.6341644,17.9390497,IT,brindisi-centrale
Polignano a Mare,40.9909552,17.218705,IT,polignano-a-mare
Carovigno,40.7373208,17.683763,IT,carovigno
San Vito dei Normanni,40.6502589,17.8185973,IT,san-vito-dei-normanni
El Hadjar,36.8024481,7.740407,DZ,el-hadjar
Monticchio,40.9256379,15.5391777,IT,monticchio
Bari Parco Sud,41.1150712,16.8982218,IT,bari-parco-sud
Šaš,45.2849685,16.668484,HR,sas
Kukača,45.2340012,15.33331,HR,kukaca
Grottaglie,40.5289535,17.4245024,IT,grottaglie
Latiano,40.5580524,17.717688,IT,latiano
Mesagne,40.5631534,17.8020333,IT,mesagne
Monteiasi-Montemesola,40.5238428,17.3615111,IT,monteiasi-montemesola
Nasisi,40.5080058,17.2580562,IT,nasisi
Oria,40.5081423,17.6465249,IT,oria
Surbo,40.3663221,18.1335685,IT,surbo
Villa Castelli,40.5233543,17.4761416,IT,villa-castelli
Policoro-Tursi,40.2072572,16.6888549,IT,policoro-tursi
Candida,41.3467388,15.9965036,IT,candida
Trani,41.2727951,16.4177905,IT,trani
Giovinazzo,41.1811208,16.6694631,IT,giovinazzo
Molfetta,41.196119,16.596914,IT,molfetta
Buttapietra,45.3388709,10.9883096,IT,buttapietra
Calderara-Bargellino,44.5442561,11.2673575,IT,calderara-bargellino
Crevalcore,44.7191154,11.1525029,IT,crevalcore
Isola della Scala,45.2694748,11.0131476,IT,isola-della-scala
Nogara,45.1797771,11.0703546,IT,nogara
Osteria Nuova,44.5849298,11.2351638,IT,osteria-nuova
Poggio Rusco,44.9818151,11.1244434,IT,poggio-rusco
San Felice sul Panaro,44.8345844,11.1404244,IT,san-felice-sul-panaro
Gioia del Colle,40.7968728,16.9166302,IT,gioia-del-colle
Palagiano-Mottola,40.6018087,17.0655267,IT,palagiano-mottola
Santeramo in Colle,40.8025687,16.7640244,IT,santeramo-in-colle
Sannicandro di Bari,40.9584124,16.7538833,IT,sannicandro-di-bari
Fondi-Sperlonga,41.3376534,13.4249091,IT,fondi-sperlonga
Murlo,43.1141335,11.4004442,IT,murlo
Felonica Po,44.9718435,11.3384518,IT,felonica-po
Sermide,44.996193,11.289665,IT,sermide
Aviano,46.0644488,12.5905671,IT,aviano
Borgo a Mozzano,43.9772126,10.5412024,IT,borgo-a-mozzano
San Pietro a Vico,43.8750538,10.5311637,IT,san-pietro-a-vico
Fiesole - Caldine,43.8304136,11.3079009,IT,fiesole-caldine
Cosenza Casali,39.2879374,16.2661355,IT,cosenza-casali
Aprigliano,39.2395539,16.3286906,IT,aprigliano
Piane Crati,39.2326414,16.3226999,IT,piane-crati
Rogliano,39.1809371,16.3222189,IT,rogliano
Decollatura,39.0401668,16.3600309,IT,decollatura
Soveria Mannelli,39.0808767,16.3716934,IT,soveria-mannelli
Serrastretta-Carlopoli,39.0332265,16.4345559,IT,serrastretta-carlopoli
Madonna di Porto,38.9975427,16.521671,IT,madonna-di-porto
Conza-Andretta-Cairano,40.8833658,15.3435738,IT,conza-andretta-cairano
Fratta Polesine,45.0386056,11.6426399,IT,fratta-polesine
Gazzo-Pieve San Giacomo,45.1370899,10.1900112,IT,gazzo-pieve-san-giacomo
Gioiosa Marea,38.1750947,14.8950032,IT,gioiosa-marea
Trinitapoli-S.Ferdinando di Puglia,41.3497262,16.0909523,IT,trinitapoli-s-ferdinando-di-puglia
San Lucido Marina,39.3132475,16.0454968,IT,san-lucido-marina
Santa Croce del Lago,46.0938075,12.3292234,IT,santa-croce-del-lago
San Benedetto Sambro-Castiglione Pepoli,44.2162142,11.1896065,IT,san-benedetto-sambro-castiglione-pepoli
Possidente,40.7811832,15.7771222,IT,possidente
Ponteginori,43.335092,10.7423498,IT,ponteginori
Matrice-Montagano-S.Giovanni in Galdo,41.6213053,14.6995386,IT,matrice-montagano-s-giovanni-in-galdo
Sassuolo Terminal,44.544244,10.7867658,IT,sassuolo-terminal
Casal Sabini,40.7990083,16.6479488,IT,casal-sabini
Scordia,37.2946079,14.8512648,IT,scordia
Gualtieri,44.9014772,10.6285879,IT,gualtieri
Novellara,44.8462343,10.7231478,IT,novellara
San Marco d'Alunzio-Torrenova,38.0941461,14.6760913,IT,san-marco-d'alunzio-torrenova
Città del Vaticano,41.9008795,12.4509301,VA,citta-del-vaticano
Rovigliano,40.734063,14.4719548,IT,rovigliano
Fragneto Monforte,41.2473449,14.7648889,IT,fragneto-monforte
Morcone,41.3404327,14.6777092,IT,morcone
Pescosannita-Fragneto L'Abate,41.2376238,14.7885816,IT,pescosannita-fragneto-l'abate
Pontelandolfo,41.29579,14.712104,IT,pontelandolfo
Santa Croce del Sannio,41.3712354,14.7057114,IT,santa-croce-del-sannio
Salerno Irno,40.6828413,14.7758876,IT,salerno-irno
Serino,40.8588574,14.8601699,IT,serino
Solofra,40.8345505,14.8439642,IT,solofra
Добој,44.7245648,18.0969987,BA,
Gallese Teverina,42.3808793,12.4397929,IT,gallese-teverina
Castagnaro,45.1194328,11.4040637,IT,castagnaro
Mores - Ittireddu,40.5558659,8.8757313,IT,mores-ittireddu
Catenanuova-Centuripe,37.5619185,14.6881776,IT,catenanuova-centuripe
Leonforte Pirato,37.6062733,14.3761279,IT,leonforte-pirato
Ferrara Città del Ragazzo,44.8155885,11.6602467,IT,ferrara-citta-del-ragazzo
Massafiscaglia,44.8041911,12.0133163,IT,massafiscaglia
Ferrara,44.8428777,11.6039031,IT,ferrara
Bellariva,41.9375006,15.9553892,IT,bellariva
Bresciadue,45.5263665,10.2124713,IT,bresciadue
Casazza,45.575663,10.2305174,IT,casazza
A2A Lamarmora,45.5216677,10.2128527,IT,a2a-lamarmora
Mompiano,45.5675882,10.2364137,IT,mompiano
Ospedale,45.5552527,10.2329689,IT,ospedale
Prealpino,45.5799396,10.2290836,IT,prealpino
San Faustino,45.5448594,10.2203296,IT,san-faustino
Volta,45.5178862,10.2254717,IT,volta
El Harrouche,36.662281,6.8368396,DZ,el-harrouche
TransGardaland Express,45.4551435,10.715191,IT,transgardaland-express
Via dei Monaci,40.775816,14.4000979,IT,via-dei-monaci
Framura,44.2018727,9.5553512,IT,framura
Contursi Terme,40.6299089,15.2356885,IT,contursi-terme
Sicignano degli Alburni,40.6054359,15.2908826,IT,sicignano-degli-alburni
Ponte San Cono,40.6087171,15.3901864,IT,ponte-san-cono
Monorotaia,45.4570645,10.7065447,IT,monorotaia
Consandolo,44.6638662,11.7768558,IT,consandolo
Pontenure,45.0016866,9.7921406,IT,pontenure
Fiorenzuola,44.9287295,9.9173645,IT,fiorenzuola
Reggio Emilia AV Mediopadana,44.7242692,10.6550408,IT,reggio-emilia-av-mediopadana
Raštani,43.3709639,17.8282173,BA,rastani
Boretto,44.9034046,10.5536116,IT,boretto
Vallo della Lucania-Castelnuovo,40.2294706,15.1581373,IT,vallo-della-lucania-castelnuovo
Pietragalla FS,40.7533549,15.7921599,IT,pietragalla-fs
Siena Zona Industriale,43.2651051,11.3766895,IT,siena-zona-industriale
Piove di Sacco,45.2948624,12.0417291,IT,piove-di-sacco
Mira Buse,45.4272211,12.139009,IT,mira-buse
Chioggia,45.2102652,12.275439,IT,chioggia
Ain Bouziane,36.5983228,6.7496209,DZ,ain-bouziane
Cavarzere,45.1478459,12.0851596,IT,cavarzere
Cona Veneta,45.1966678,12.0503463,IT,cona-veneta
Sidi Mezghiche,36.6743641,6.7183092,DZ,sidi-mezghiche
Ramdane Djamel,36.7557188,6.9031558,DZ,ramdane-djamel
Azzaba,36.7382867,7.1110509,DZ,azzaba
Skikda,36.8837956,6.9086114,DZ,skikda
Djouad Tahar,36.6998147,7.0108223,DZ,djouad-tahar
Boukhamouza,36.5814902,7.7547461,DZ,boukhamouza
Chihani,36.6506011,7.7755254,DZ,chihani
Pomposa Zona Industriale,44.8496107,12.1749298,IT,pomposa-zona-industriale
Salsomaggiore Terme,44.8186062,9.9879995,IT,salsomaggiore-terme
San Romano - Montopoli - Santa Croce,43.6905546,10.7602213,IT,san-romano-montopoli-santa-croce
San Miniato-Fucecchio,43.7013157,10.8316861,IT,san-miniato-fucecchio
Volinja,45.2023219,16.4861422,BA,volinja
Genzano,40.8035221,16.0494709,IT,genzano
Bauladu-Milis,40.0206307,8.6870554,IT,bauladu-milis
Montelupo - Capraia,43.733345,11.0190372,IT,montelupo-capraia
Asciano,43.2356472,11.5796955,IT,asciano
Trevi,42.8762,12.7337854,IT,trevi
Pegognaga,45.0004433,10.8536815,IT,pegognaga
Romanore,45.0638657,10.7511392,IT,romanore
Fontanarosa-Cervaro,41.4469144,13.8639335,IT,fontanarosa-cervaro
Longarone-Zoldo,46.2675401,12.3018478,IT,longarone-zoldo
Molina-Castelvecchio Subequo,42.1434373,13.7396485,IT,molina-castelvecchio-subequo
Ala,45.759113,10.9963774,IT,ala
Zvečaj,45.3957571,15.4309502,HR,zvecaj
Caulonia Marina Stazione,38.3439025,16.4671204,IT,caulonia-marina-stazione
Tamalous,36.824332,6.6263306,DZ,tamalous
Cervia-Milano Marittima,44.2584865,12.3473015,IT,cervia-milano-marittima
Foligno,42.9542992,12.7111425,IT,foligno
Cornino,46.2205708,13.010801,IT,cornino
Villetta Malagnino,45.1370577,10.111999,IT,villetta-malagnino
San Giovanni in Croce,45.0756902,10.3774435,IT,san-giovanni-in-croce
Ponte di Piave,45.7192882,12.4605872,IT,ponte-di-piave
Pistoia Ovest,43.9358247,10.9040111,IT,pistoia-ovest
Ambivere-Mapello,45.7221917,9.5504385,IT,ambivere-mapello
Montefalcione,40.9511284,14.8864924,IT,montefalcione
Percianti-Arianiello,40.9720577,14.9124556,IT,percianti-arianiello
Bologna San Vitale,44.496028,11.3730902,IT,bologna-san-vitale
Montemiletto,40.9935928,14.9207066,IT,montemiletto
Torrita di Siena,43.1741087,11.7875809,IT,torrita-di-siena
Rapone-Ruvo-San Fele,40.8896226,15.473705,IT,rapone-ruvo-san-fele
Mezzolombardo,46.2134458,11.0934429,IT,mezzolombardo
Brisighella,44.2205835,11.7697699,IT,brisighella
Fesca-San Girolamo,41.1297052,16.8236281,IT,fesca-san-girolamo
Ponte a Elsa,43.6943727,10.9060002,IT,ponte-a-elsa
Rionero-Atella-Ripacandida,40.9223649,15.6786502,IT,rionero-atella-ripacandida
Pisa Aeroporto,43.6986715,10.3975589,IT,pisa-aeroporto
Dicomano,43.8934891,11.5192406,IT,dicomano
S. Stefano,45.4487484,11.0008597,IT,s-stefano
Castel S. Pietro,45.4486699,11.0027741,IT,castel-s-pietro
Reggio Mediopadana,44.7247981,10.6559519,IT,reggio-mediopadana
Quarto d'Altino,45.5746836,12.3648796,IT,quarto-d'altino
Cerea,45.195793,11.2142153,IT,cerea
Cappelle Magliano,42.0594358,13.3725011,IT,cappelle-magliano
Colli Aminei,40.8698129,14.228614,IT,colli-aminei
Rione Alto,40.8611696,14.22023,IT,rione-alto
Medaglie d'Oro,40.85056,14.2308094,IT,medaglie-d'oro
Lanciano,42.2294792,14.4026563,IT,lanciano
Pescantina,45.4955026,10.8791378,IT,pescantina
Teano,41.2318639,14.0771284,IT,teano
Baiano di Spoleto,42.7262171,12.6636721,IT,baiano-di-spoleto
Castiglione Cosentino,39.3556159,16.2442816,IT,castiglione-cosentino
Torano-Lattarico,39.4945553,16.2105609,IT,torano-lattarico
Cosenza,39.3189856,16.260568,IT,cosenza
Simeri Crichi,38.8831267,16.71603,IT,simeri-crichi
Reggio di Calabria Catona,38.185699,15.6411968,IT,reggio-di-calabria-catona
Ricadi-Capo Vaticano,38.6306607,15.839866,IT,ricadi-capo-vaticano
Giuncano,42.6480344,12.6375201,IT,giuncano
Barile,40.9431245,15.6711539,IT,barile
Dréan,36.6878476,7.7472347,DZ,drean
Palermo Roccella,38.0873113,13.4076963,IT,palermo-roccella
Peschiera del Garda,45.4385747,10.7023089,IT,peschiera-del-garda
Desenzano del Garda-Sirmione,45.4627489,10.536538,IT,desenzano-del-garda-sirmione
Lonato,45.4573112,10.4867467,IT,lonato
Prato Centrale,43.8787737,11.1092045,IT,prato-centrale
Prato Porta al Serraglio,43.8845196,11.0983648,IT,prato-porta-al-serraglio
Ponticelli,40.8509122,14.3333427,IT,ponticelli
Boscoreale,40.7700301,14.474435,IT,boscoreale
Benevento Arco Traiano,41.134555,14.7799328,IT,benevento-arco-traiano
Modugno,41.0864946,16.7794398,IT,modugno
Bari Palese,41.1491963,16.7803943,IT,bari-palese
Barletta Centrale FNB,41.314791,16.2781544,IT,barletta-centrale-fnb
Mirandola,44.8916681,11.1118719,IT,mirandola
San Giovanni in Persiceto,44.6431931,11.1894015,IT,san-giovanni-in-persiceto
Pian di Venola,44.3331327,11.190203,IT,pian-di-venola
Alcantara,37.8213565,15.2511736,IT,alcantara
Acquanegra Cremonese,45.1719995,9.8889414,IT,acquanegra-cremonese
Soresina,45.2831233,9.8566417,IT,soresina
Perugia Capitini,43.1017048,12.3558133,IT,perugia-capitini
Perugia Piscille,43.0951916,12.4103173,IT,perugia-piscille
Casalgrande,44.5850472,10.7364474,IT,casalgrande
Barco,44.6904225,10.493069,IT,barco
Ciano d’Enza,44.5955829,10.4085996,IT,ciano-denza
Caorso,45.0421161,9.8681877,IT,caorso
Rolo-Novi-Fabbrico,44.8858359,10.8680288,IT,rolo-novi-fabbrico
Soliera Modenese,44.7226852,10.9060521,IT,soliera-modenese
Francavilla Angitola-Filadelfia,38.778092,16.2152729,IT,francavilla-angitola-filadelfia
Gaibanella,44.7779512,11.6711858,IT,gaibanella
San Lorenzo Maggiore,41.2197758,14.6483837,IT,san-lorenzo-maggiore
Annaba,36.895546,7.758763,DZ,annaba
Tricase,39.9334463,18.3524993,IT,tricase
Guglionesi,41.9319834,14.9863949,IT,guglionesi
Beffi,42.1973414,13.660775,IT,beffi
Fagnano-Campana,42.2505863,13.5627358,IT,fagnano-campana
Nocera Inferiore,40.745309,14.6358938,IT,nocera-inferiore
Carovilli-Roccasicura,41.7124957,14.2997241,IT,carovilli-roccasicura
Carpinone,41.5880729,14.3268594,IT,carpinone
Campolieto-Monacilioni,41.6425139,14.7653853,IT,campolieto-monacilioni
Arpino,41.6476678,13.5999266,IT,arpino
Monterotondo-Mentana,42.0640937,12.5958448,IT,monterotondo-mentana
Rocca d'Evandro-San Vittore,41.4389116,13.910726,IT,rocca-d'evandro-san-vittore
Grizzana,44.2582781,11.1812461,IT,grizzana
Sorbolo,44.8431107,10.4461232,IT,sorbolo
Crotone,39.0844972,17.1083723,IT,crotone
Cutro,39.0259493,16.9637904,IT,cutro
Giampilieri,38.0639052,15.4797798,IT,giampilieri
Vicchio,43.9335123,11.4576924,IT,vicchio
Mongrassano-Cervicati,39.5384962,16.222585,IT,mongrassano-cervicati
Rodi Porto,41.9294647,15.8879592,IT,rodi-porto
Pieve Saliceto,44.8994628,10.5961682,IT,pieve-saliceto
Piombino,42.924867,10.5313855,IT,piombino
Nocera Inferiore Mercato,40.7458848,14.649374,IT,nocera-inferiore-mercato
